nu,sigma,Test 1,Test 2,Class,Iterations to Inverse
45,-142,FALSE,TRUE,2,>450
45,-141,FALSE,TRUE,2,>450
45,-139,FALSE,TRUE,2,>450
45,-138,FALSE,TRUE,2,>450
45,-137,FALSE,TRUE,2,>450
45,-136,FALSE,TRUE,2,>450
45,-134,FALSE,TRUE,2,>450
45,-133,FALSE,TRUE,2,>450
45,-132,FALSE,TRUE,2,>450
45,-131,FALSE,TRUE,2,>450
45,-129,FALSE,TRUE,2,>450
45,-128,FALSE,TRUE,2,>450
45,-127,FALSE,TRUE,2,>450
45,-126,FALSE,TRUE,2,>450
45,-124,FALSE,TRUE,2,>450
45,-123,FALSE,TRUE,2,>450
45,-122,FALSE,TRUE,2,>450
45,-121,FALSE,TRUE,2,223
45,-119,FALSE,TRUE,2,>450
45,-118,FALSE,TRUE,2,>450
45,-117,FALSE,TRUE,2,>450
45,-116,FALSE,TRUE,2,>450
45,-114,FALSE,TRUE,2,>450
45,-113,FALSE,TRUE,2,>450
45,-112,FALSE,TRUE,2,>450
45,-111,FALSE,TRUE,2,>450
45,-109,FALSE,TRUE,2,>450
45,-108,FALSE,TRUE,2,>450
45,-107,FALSE,TRUE,2,>450
45,-106,FALSE,TRUE,2,>450
45,-104,FALSE,TRUE,2,>450
45,-103,FALSE,TRUE,2,>450
45,-102,FALSE,TRUE,2,>450
45,-101,FALSE,TRUE,2,>450
45,-99,FALSE,TRUE,2,>450
45,-98,FALSE,TRUE,2,>450
45,-97,FALSE,TRUE,2,>450
45,-96,FALSE,TRUE,2,>450
45,-94,FALSE,TRUE,2,>450
45,-93,FALSE,TRUE,2,>450
45,-92,FALSE,TRUE,2,>450
45,-91,FALSE,TRUE,2,>450
45,-89,FALSE,TRUE,2,>450
45,-88,FALSE,TRUE,2,>450
45,-87,FALSE,TRUE,2,>450
45,-86,FALSE,TRUE,2,>450
45,-84,FALSE,TRUE,2,>450
45,-83,FALSE,TRUE,2,>450
45,-82,FALSE,TRUE,2,>450
45,-81,FALSE,TRUE,2,>450
45,-79,FALSE,TRUE,2,>450
45,-78,FALSE,TRUE,2,>450
45,-77,FALSE,TRUE,2,>450
45,-76,FALSE,TRUE,2,216
45,-74,FALSE,TRUE,2,>450
45,-73,FALSE,TRUE,2,>450
45,-72,FALSE,TRUE,2,>450
45,-71,FALSE,TRUE,2,>450
45,-69,FALSE,TRUE,2,>450
45,-68,FALSE,TRUE,2,>450
45,-67,FALSE,TRUE,2,>450
45,-66,FALSE,TRUE,2,>450
45,-64,FALSE,TRUE,2,>450
45,-63,FALSE,TRUE,2,>450
45,-62,FALSE,TRUE,2,>450
45,-61,FALSE,TRUE,2,>450
45,-59,FALSE,TRUE,2,>450
45,-58,FALSE,TRUE,2,>450
45,-57,FALSE,TRUE,2,>450
45,-56,FALSE,TRUE,2,>450
45,-54,FALSE,TRUE,2,>450
45,-53,FALSE,TRUE,2,>450
45,-52,FALSE,TRUE,2,>450
45,-51,FALSE,TRUE,2,>450
45,-49,FALSE,TRUE,2,>450
45,-48,FALSE,TRUE,2,>450
45,-47,FALSE,TRUE,2,>450
45,-46,FALSE,TRUE,2,>450
45,-44,FALSE,TRUE,2,>450
45,-43,FALSE,TRUE,2,>450
45,-42,FALSE,TRUE,2,>450
45,-41,FALSE,TRUE,2,>450
45,-39,FALSE,TRUE,2,>450
45,-38,FALSE,TRUE,2,>450
45,-37,FALSE,TRUE,2,>450
45,-36,FALSE,TRUE,2,>450
45,-34,FALSE,TRUE,2,>450
45,-33,FALSE,TRUE,2,>450
45,-32,FALSE,TRUE,2,>450
45,-31,FALSE,TRUE,2,156
45,-29,FALSE,TRUE,2,223
45,-28,FALSE,TRUE,2,>450
45,-27,FALSE,TRUE,2,>450
45,-26,FALSE,TRUE,2,>450
45,-24,FALSE,TRUE,2,>450
45,-23,FALSE,TRUE,2,>450
45,-22,FALSE,TRUE,2,>450
45,-21,FALSE,TRUE,2,>450
45,-19,FALSE,TRUE,2,>450
45,-18,FALSE,TRUE,2,>450
45,-17,FALSE,TRUE,2,>450
45,-16,FALSE,TRUE,2,>450
45,-14,FALSE,TRUE,2,>450
45,-13,FALSE,TRUE,2,>450
45,-12,FALSE,TRUE,2,>450
45,-11,FALSE,TRUE,2,>450
45,-9,FALSE,TRUE,2,>450
45,-8,FALSE,TRUE,2,>450
45,-7,FALSE,TRUE,2,294
45,-6,FALSE,TRUE,2,>450
45,-4,FALSE,TRUE,2,>450
45,-3,FALSE,TRUE,2,>450
45,-2,FALSE,TRUE,2,>450
45,-1,FALSE,TRUE,2,223
45,1,FALSE,TRUE,2,24
45,2,FALSE,TRUE,2,>450
45,3,FALSE,TRUE,2,>450
45,4,FALSE,TRUE,2,>450
45,6,FALSE,TRUE,2,>450
45,7,FALSE,TRUE,2,>450
45,8,FALSE,TRUE,2,>450
45,9,FALSE,TRUE,2,>450
45,11,FALSE,TRUE,2,>450
45,12,FALSE,TRUE,2,>450
45,13,FALSE,TRUE,2,>450
45,14,FALSE,TRUE,2,223
45,16,FALSE,TRUE,2,223
45,17,FALSE,TRUE,2,>450
45,18,FALSE,TRUE,2,>450
45,19,FALSE,TRUE,2,>450
45,21,FALSE,TRUE,2,>450
45,22,FALSE,TRUE,2,>450
45,23,FALSE,TRUE,2,222
45,24,FALSE,TRUE,2,>450
45,26,FALSE,TRUE,2,>450
45,27,FALSE,TRUE,2,>450
45,28,FALSE,TRUE,2,>450
45,29,FALSE,TRUE,2,>450
45,31,FALSE,TRUE,2,>450
45,32,FALSE,TRUE,2,>450
45,33,FALSE,TRUE,2,>450
45,34,FALSE,TRUE,2,>450
45,36,FALSE,TRUE,2,>450
45,37,FALSE,TRUE,2,220
45,38,FALSE,TRUE,2,>450
45,39,FALSE,TRUE,2,>450
45,41,FALSE,TRUE,2,>450
45,42,FALSE,TRUE,2,>450
45,43,FALSE,TRUE,2,>450
45,44,FALSE,TRUE,2,>450
45,46,FALSE,TRUE,2,196
45,47,FALSE,TRUE,2,>450
45,48,FALSE,TRUE,2,>450
45,49,FALSE,TRUE,2,>450
45,51,FALSE,TRUE,2,>450
45,52,FALSE,TRUE,2,438
45,53,FALSE,TRUE,2,224
45,54,FALSE,TRUE,2,>450
45,56,FALSE,TRUE,2,>450
45,57,FALSE,TRUE,2,>450
45,58,FALSE,TRUE,2,420
45,59,FALSE,TRUE,2,>450
45,61,FALSE,TRUE,2,>450
45,62,FALSE,TRUE,2,>450
45,63,FALSE,TRUE,2,>450
45,64,FALSE,TRUE,2,292
45,66,FALSE,TRUE,2,>450
45,67,FALSE,TRUE,2,>450
45,68,FALSE,TRUE,2,442
45,69,FALSE,TRUE,2,>450
45,71,FALSE,TRUE,2,>450
45,72,FALSE,TRUE,2,>450
45,73,FALSE,TRUE,2,>450
45,74,FALSE,TRUE,2,>450
45,76,FALSE,TRUE,2,>450
45,77,FALSE,TRUE,2,>450
45,78,FALSE,TRUE,2,>450
45,79,FALSE,TRUE,2,>450
45,81,FALSE,TRUE,2,>450
45,82,FALSE,TRUE,2,>450
45,83,FALSE,TRUE,2,>450
45,84,FALSE,TRUE,2,>450
45,86,FALSE,TRUE,2,>450
45,87,FALSE,TRUE,2,>450
45,88,FALSE,TRUE,2,>450
45,89,FALSE,TRUE,2,>450
45,91,FALSE,TRUE,2,>450
45,92,FALSE,TRUE,2,>450
45,93,FALSE,TRUE,2,>450
45,94,FALSE,TRUE,2,>450
45,96,FALSE,TRUE,2,>450
45,97,FALSE,TRUE,2,>450
45,98,FALSE,TRUE,2,>450
45,99,FALSE,TRUE,2,>450
45,101,FALSE,TRUE,2,>450
45,102,FALSE,TRUE,2,>450
45,103,FALSE,TRUE,2,>450
45,104,FALSE,TRUE,2,223
45,106,FALSE,TRUE,2,>450
45,107,FALSE,TRUE,2,>450
45,108,FALSE,TRUE,2,>450
45,109,FALSE,TRUE,2,>450
45,111,FALSE,TRUE,2,>450
45,112,FALSE,TRUE,2,>450
45,113,FALSE,TRUE,2,>450
45,114,FALSE,TRUE,2,>450
45,116,FALSE,TRUE,2,>450
45,117,FALSE,TRUE,2,>450
45,118,FALSE,TRUE,2,>450
45,119,FALSE,TRUE,2,>450
45,121,FALSE,TRUE,2,>450
45,122,FALSE,TRUE,2,>450
45,123,FALSE,TRUE,2,>450
45,124,FALSE,TRUE,2,>450
45,126,FALSE,TRUE,2,>450
45,127,FALSE,TRUE,2,>450
45,128,FALSE,TRUE,2,>450
45,129,FALSE,TRUE,2,>450
45,131,FALSE,TRUE,2,>450
45,132,FALSE,TRUE,2,>450
45,133,FALSE,TRUE,2,>450
45,134,FALSE,TRUE,2,>450
45,136,FALSE,TRUE,2,>450
45,137,FALSE,TRUE,2,>450
45,138,FALSE,TRUE,2,>450
45,139,FALSE,TRUE,2,>450
45,141,FALSE,TRUE,2,>450
45,142,FALSE,TRUE,2,>450
45,143,FALSE,TRUE,2,>450
45,144,FALSE,TRUE,2,>450
45,146,FALSE,TRUE,2,>450
45,147,FALSE,TRUE,2,>450
45,148,FALSE,TRUE,2,>450
45,149,FALSE,TRUE,2,216
45,151,FALSE,TRUE,2,>450
45,152,FALSE,TRUE,2,>450
45,153,FALSE,TRUE,2,>450
45,154,FALSE,TRUE,2,>450
45,156,FALSE,TRUE,2,>450
45,157,FALSE,TRUE,2,>450
45,158,FALSE,TRUE,2,>450
45,159,FALSE,TRUE,2,>450
45,161,FALSE,TRUE,2,>450
45,162,FALSE,TRUE,2,>450
45,163,FALSE,TRUE,2,>450
45,164,FALSE,TRUE,2,>450
45,166,FALSE,TRUE,2,>450
45,167,FALSE,TRUE,2,>450
45,168,FALSE,TRUE,2,>450
45,169,FALSE,TRUE,2,>450
45,171,FALSE,TRUE,2,>450
45,172,FALSE,TRUE,2,>450
45,173,FALSE,TRUE,2,>450
45,174,FALSE,TRUE,2,>450
45,176,FALSE,TRUE,2,>450
45,177,FALSE,TRUE,2,>450
45,178,FALSE,TRUE,2,>450
45,179,FALSE,TRUE,2,>450
45,181,FALSE,TRUE,2,>450
45,182,FALSE,TRUE,2,>450
45,183,FALSE,TRUE,2,>450
45,184,FALSE,TRUE,2,>450
45,186,FALSE,TRUE,2,>450
45,187,FALSE,TRUE,2,>450
45,188,FALSE,TRUE,2,>450
45,189,FALSE,TRUE,2,>450
45,191,FALSE,TRUE,2,>450
45,192,FALSE,TRUE,2,>450
45,193,FALSE,TRUE,2,>450
45,194,FALSE,TRUE,2,156
45,196,FALSE,TRUE,2,223
45,197,FALSE,TRUE,2,>450
45,198,FALSE,TRUE,2,>450
45,199,FALSE,TRUE,2,>450
45,201,FALSE,TRUE,2,>450
45,202,FALSE,TRUE,2,>450
45,203,FALSE,TRUE,2,>450
45,204,FALSE,TRUE,2,>450
45,206,FALSE,TRUE,2,>450
45,207,FALSE,TRUE,2,>450
45,208,FALSE,TRUE,2,>450
45,209,FALSE,TRUE,2,>450
45,211,FALSE,TRUE,2,>450
45,212,FALSE,TRUE,2,>450
45,213,FALSE,TRUE,2,>450
45,214,FALSE,TRUE,2,>450
45,216,FALSE,TRUE,2,>450
45,217,FALSE,TRUE,2,>450
45,218,FALSE,TRUE,2,294
45,219,FALSE,TRUE,2,>450
45,221,FALSE,TRUE,2,>450
45,222,FALSE,TRUE,2,>450
45,223,FALSE,TRUE,2,>450
45,224,FALSE,TRUE,2,223
46,-41,TRUE,FALSE,1,30
47,-37,TRUE,FALSE,1,30
48,-33,TRUE,FALSE,1,30
49,-29,TRUE,FALSE,1,30
50,-25,TRUE,FALSE,1,30
51,-21,TRUE,FALSE,1,30
52,-17,TRUE,FALSE,1,30
53,-13,TRUE,FALSE,1,30
54,-9,TRUE,FALSE,1,30
55,-5,TRUE,FALSE,1,30
56,-1,TRUE,FALSE,1,30
57,3,TRUE,FALSE,1,30
58,7,TRUE,FALSE,1,30
59,11,TRUE,FALSE,1,30
60,15,TRUE,FALSE,1,30
61,19,TRUE,FALSE,1,30
62,23,TRUE,FALSE,1,30
63,27,TRUE,FALSE,1,30
64,31,TRUE,FALSE,1,30
65,35,TRUE,FALSE,1,30
66,39,TRUE,FALSE,1,30
67,43,TRUE,FALSE,1,30
68,47,TRUE,FALSE,1,30
69,51,TRUE,FALSE,1,30
70,55,TRUE,FALSE,1,30
71,59,TRUE,FALSE,1,30
72,63,TRUE,FALSE,1,30
73,67,TRUE,FALSE,1,30
74,71,TRUE,FALSE,1,30
75,-224,FALSE,TRUE,2,24
75,-223,FALSE,TRUE,2,223
75,-221,FALSE,TRUE,2,>450
75,-220,FALSE,TRUE,2,420
75,-218,FALSE,TRUE,2,>450
75,-217,FALSE,TRUE,2,>450
75,-215,FALSE,TRUE,2,>450
75,-214,FALSE,TRUE,2,>450
75,-212,FALSE,TRUE,2,>450
75,-211,FALSE,TRUE,2,>450
75,-209,FALSE,TRUE,2,>450
75,-208,FALSE,TRUE,2,>450
75,-206,FALSE,TRUE,2,>450
75,-205,FALSE,TRUE,2,>450
75,-203,FALSE,TRUE,2,>450
75,-202,FALSE,TRUE,2,>450
75,-200,FALSE,TRUE,2,200
75,-199,FALSE,TRUE,2,>450
75,-197,FALSE,TRUE,2,>450
75,-196,FALSE,TRUE,2,>450
75,-194,FALSE,TRUE,2,>450
75,-193,FALSE,TRUE,2,223
75,-191,FALSE,TRUE,2,>450
75,-190,FALSE,TRUE,2,>450
75,-188,FALSE,TRUE,2,>450
75,-187,FALSE,TRUE,2,>450
75,-185,FALSE,TRUE,2,>450
75,-184,FALSE,TRUE,2,>450
75,-182,FALSE,TRUE,2,>450
75,-181,FALSE,TRUE,2,>450
75,-179,FALSE,TRUE,2,>450
75,-178,FALSE,TRUE,2,>450
75,-176,FALSE,TRUE,2,>450
75,-175,FALSE,TRUE,2,140
75,-173,FALSE,TRUE,2,>450
75,-172,FALSE,TRUE,2,>450
75,-170,FALSE,TRUE,2,>450
75,-169,FALSE,TRUE,2,>450
75,-167,FALSE,TRUE,2,>450
75,-166,FALSE,TRUE,2,>450
75,-164,FALSE,TRUE,2,>450
75,-163,FALSE,TRUE,2,>450
75,-161,FALSE,TRUE,2,>450
75,-160,FALSE,TRUE,2,>450
75,-158,FALSE,TRUE,2,>450
75,-157,FALSE,TRUE,2,>450
75,-155,FALSE,TRUE,2,>450
75,-154,FALSE,TRUE,2,>450
75,-152,FALSE,TRUE,2,>450
75,-151,FALSE,TRUE,2,>450
75,-149,FALSE,TRUE,2,>450
75,-148,FALSE,TRUE,2,>450
75,-146,FALSE,TRUE,2,>450
75,-145,FALSE,TRUE,2,>450
75,-143,FALSE,TRUE,2,>450
75,-142,FALSE,TRUE,2,>450
75,-140,FALSE,TRUE,2,>450
75,-139,FALSE,TRUE,2,>450
75,-137,FALSE,TRUE,2,>450
75,-136,FALSE,TRUE,2,>450
75,-134,FALSE,TRUE,2,>450
75,-133,FALSE,TRUE,2,>450
75,-131,FALSE,TRUE,2,>450
75,-130,FALSE,TRUE,2,>450
75,-128,FALSE,TRUE,2,>450
75,-127,FALSE,TRUE,2,>450
75,-125,FALSE,TRUE,2,>450
75,-124,FALSE,TRUE,2,>450
75,-122,FALSE,TRUE,2,>450
75,-121,FALSE,TRUE,2,>450
75,-119,FALSE,TRUE,2,>450
75,-118,FALSE,TRUE,2,>450
75,-116,FALSE,TRUE,2,>450
75,-115,FALSE,TRUE,2,>450
75,-113,FALSE,TRUE,2,>450
75,-112,FALSE,TRUE,2,>450
75,-110,FALSE,TRUE,2,>450
75,-109,FALSE,TRUE,2,208
75,-107,FALSE,TRUE,2,436
75,-106,FALSE,TRUE,2,>450
75,-104,FALSE,TRUE,2,>450
75,-103,FALSE,TRUE,2,>450
75,-101,FALSE,TRUE,2,>450
75,-100,FALSE,TRUE,2,120
75,-98,FALSE,TRUE,2,>450
75,-97,FALSE,TRUE,2,>450
75,-95,FALSE,TRUE,2,>450
75,-94,FALSE,TRUE,2,>450
75,-92,FALSE,TRUE,2,>450
75,-91,FALSE,TRUE,2,>450
75,-89,FALSE,TRUE,2,>450
75,-88,FALSE,TRUE,2,>450
75,-86,FALSE,TRUE,2,>450
75,-85,FALSE,TRUE,2,>450
75,-83,FALSE,TRUE,2,>450
75,-82,FALSE,TRUE,2,>450
75,-80,FALSE,TRUE,2,>450
75,-79,FALSE,TRUE,2,>450
75,-77,FALSE,TRUE,2,>450
75,-76,FALSE,TRUE,2,>450
75,-74,FALSE,TRUE,2,>450
75,-73,FALSE,TRUE,2,>450
75,-71,FALSE,TRUE,2,>450
75,-70,FALSE,TRUE,2,>450
75,-68,FALSE,TRUE,2,>450
75,-67,FALSE,TRUE,2,>450
75,-65,FALSE,TRUE,2,>450
75,-64,FALSE,TRUE,2,>450
75,-62,FALSE,TRUE,2,>450
75,-61,FALSE,TRUE,2,>450
75,-59,FALSE,TRUE,2,>450
75,-58,FALSE,TRUE,2,>450
75,-56,FALSE,TRUE,2,>450
75,-55,FALSE,TRUE,2,>450
75,-53,FALSE,TRUE,2,>450
75,-52,FALSE,TRUE,2,>450
75,-50,FALSE,TRUE,2,360
75,-49,FALSE,TRUE,2,>450
75,-47,FALSE,TRUE,2,>450
75,-46,FALSE,TRUE,2,>450
75,-44,FALSE,TRUE,2,>450
75,-43,FALSE,TRUE,2,>450
75,-41,FALSE,TRUE,2,>450
75,-40,FALSE,TRUE,2,>450
75,-38,FALSE,TRUE,2,>450
75,-37,FALSE,TRUE,2,>450
75,-35,FALSE,TRUE,2,>450
75,-34,FALSE,TRUE,2,>450
75,-32,FALSE,TRUE,2,>450
75,-31,FALSE,TRUE,2,>450
75,-29,FALSE,TRUE,2,>450
75,-28,FALSE,TRUE,2,>450
75,-26,FALSE,TRUE,2,>450
75,-25,FALSE,TRUE,2,>450
75,-23,FALSE,TRUE,2,>450
75,-22,FALSE,TRUE,2,>450
75,-20,FALSE,TRUE,2,>450
75,-19,FALSE,TRUE,2,>450
75,-17,FALSE,TRUE,2,>450
75,-16,FALSE,TRUE,2,220
75,-14,FALSE,TRUE,2,>450
75,-13,FALSE,TRUE,2,>450
75,-11,FALSE,TRUE,2,442
75,-10,FALSE,TRUE,2,>450
75,-8,FALSE,TRUE,2,>450
75,-7,FALSE,TRUE,2,>450
75,-5,FALSE,TRUE,2,>450
75,-4,FALSE,TRUE,2,168
75,-2,FALSE,TRUE,2,224
75,-1,FALSE,TRUE,2,223
75,1,FALSE,TRUE,2,24
75,2,FALSE,TRUE,2,223
75,4,FALSE,TRUE,2,>450
75,5,FALSE,TRUE,2,420
75,7,FALSE,TRUE,2,>450
75,8,FALSE,TRUE,2,>450
75,10,FALSE,TRUE,2,>450
75,11,FALSE,TRUE,2,>450
75,13,FALSE,TRUE,2,>450
75,14,FALSE,TRUE,2,>450
75,16,FALSE,TRUE,2,>450
75,17,FALSE,TRUE,2,>450
75,19,FALSE,TRUE,2,>450
75,20,FALSE,TRUE,2,>450
75,22,FALSE,TRUE,2,>450
75,23,FALSE,TRUE,2,>450
75,25,FALSE,TRUE,2,200
75,26,FALSE,TRUE,2,>450
75,28,FALSE,TRUE,2,>450
75,29,FALSE,TRUE,2,>450
75,31,FALSE,TRUE,2,>450
75,32,FALSE,TRUE,2,223
75,34,FALSE,TRUE,2,>450
75,35,FALSE,TRUE,2,>450
75,37,FALSE,TRUE,2,>450
75,38,FALSE,TRUE,2,>450
75,40,FALSE,TRUE,2,>450
75,41,FALSE,TRUE,2,>450
75,43,FALSE,TRUE,2,>450
75,44,FALSE,TRUE,2,>450
75,46,FALSE,TRUE,2,>450
75,47,FALSE,TRUE,2,>450
75,49,FALSE,TRUE,2,>450
75,50,FALSE,TRUE,2,140
75,52,FALSE,TRUE,2,>450
75,53,FALSE,TRUE,2,>450
75,55,FALSE,TRUE,2,>450
75,56,FALSE,TRUE,2,>450
75,58,FALSE,TRUE,2,>450
75,59,FALSE,TRUE,2,>450
75,61,FALSE,TRUE,2,>450
75,62,FALSE,TRUE,2,>450
75,64,FALSE,TRUE,2,>450
75,65,FALSE,TRUE,2,>450
75,67,FALSE,TRUE,2,>450
75,68,FALSE,TRUE,2,>450
75,70,FALSE,TRUE,2,>450
75,71,FALSE,TRUE,2,>450
75,73,FALSE,TRUE,2,>450
75,74,FALSE,TRUE,2,>450
75,76,FALSE,TRUE,2,>450
75,77,FALSE,TRUE,2,>450
75,79,FALSE,TRUE,2,>450
75,80,FALSE,TRUE,2,>450
75,82,FALSE,TRUE,2,>450
75,83,FALSE,TRUE,2,>450
75,85,FALSE,TRUE,2,>450
75,86,FALSE,TRUE,2,>450
75,88,FALSE,TRUE,2,>450
75,89,FALSE,TRUE,2,>450
75,91,FALSE,TRUE,2,>450
75,92,FALSE,TRUE,2,>450
75,94,FALSE,TRUE,2,>450
75,95,FALSE,TRUE,2,>450
75,97,FALSE,TRUE,2,>450
75,98,FALSE,TRUE,2,>450
75,100,FALSE,TRUE,2,>450
75,101,FALSE,TRUE,2,>450
75,103,FALSE,TRUE,2,>450
75,104,FALSE,TRUE,2,>450
75,106,FALSE,TRUE,2,>450
75,107,FALSE,TRUE,2,>450
75,109,FALSE,TRUE,2,>450
75,110,FALSE,TRUE,2,>450
75,112,FALSE,TRUE,2,>450
75,113,FALSE,TRUE,2,>450
75,115,FALSE,TRUE,2,>450
75,116,FALSE,TRUE,2,208
75,118,FALSE,TRUE,2,436
75,119,FALSE,TRUE,2,>450
75,121,FALSE,TRUE,2,>450
75,122,FALSE,TRUE,2,>450
75,124,FALSE,TRUE,2,>450
75,125,FALSE,TRUE,2,120
75,127,FALSE,TRUE,2,>450
75,128,FALSE,TRUE,2,>450
75,130,FALSE,TRUE,2,>450
75,131,FALSE,TRUE,2,>450
75,133,FALSE,TRUE,2,>450
75,134,FALSE,TRUE,2,>450
75,136,FALSE,TRUE,2,>450
75,137,FALSE,TRUE,2,>450
75,139,FALSE,TRUE,2,>450
75,140,FALSE,TRUE,2,>450
75,142,FALSE,TRUE,2,>450
75,143,FALSE,TRUE,2,>450
75,145,FALSE,TRUE,2,>450
75,146,FALSE,TRUE,2,>450
75,148,FALSE,TRUE,2,>450
75,149,FALSE,TRUE,2,>450
75,151,FALSE,TRUE,2,>450
75,152,FALSE,TRUE,2,>450
75,154,FALSE,TRUE,2,>450
75,155,FALSE,TRUE,2,>450
75,157,FALSE,TRUE,2,>450
75,158,FALSE,TRUE,2,>450
75,160,FALSE,TRUE,2,>450
75,161,FALSE,TRUE,2,>450
75,163,FALSE,TRUE,2,>450
75,164,FALSE,TRUE,2,>450
75,166,FALSE,TRUE,2,>450
75,167,FALSE,TRUE,2,>450
75,169,FALSE,TRUE,2,>450
75,170,FALSE,TRUE,2,>450
75,172,FALSE,TRUE,2,>450
75,173,FALSE,TRUE,2,>450
75,175,FALSE,TRUE,2,360
75,176,FALSE,TRUE,2,>450
75,178,FALSE,TRUE,2,>450
75,179,FALSE,TRUE,2,>450
75,181,FALSE,TRUE,2,>450
75,182,FALSE,TRUE,2,>450
75,184,FALSE,TRUE,2,>450
75,185,FALSE,TRUE,2,>450
75,187,FALSE,TRUE,2,>450
75,188,FALSE,TRUE,2,>450
75,190,FALSE,TRUE,2,>450
75,191,FALSE,TRUE,2,>450
75,193,FALSE,TRUE,2,>450
75,194,FALSE,TRUE,2,>450
75,196,FALSE,TRUE,2,>450
75,197,FALSE,TRUE,2,>450
75,199,FALSE,TRUE,2,>450
75,200,FALSE,TRUE,2,>450
75,202,FALSE,TRUE,2,>450
75,203,FALSE,TRUE,2,>450
75,205,FALSE,TRUE,2,>450
75,206,FALSE,TRUE,2,>450
75,208,FALSE,TRUE,2,>450
75,209,FALSE,TRUE,2,220
75,211,FALSE,TRUE,2,>450
75,212,FALSE,TRUE,2,>450
75,214,FALSE,TRUE,2,442
75,215,FALSE,TRUE,2,>450
75,217,FALSE,TRUE,2,>450
75,218,FALSE,TRUE,2,>450
75,220,FALSE,TRUE,2,>450
75,221,FALSE,TRUE,2,168
75,223,FALSE,TRUE,2,224
75,224,FALSE,TRUE,2,223
76,-73,TRUE,FALSE,1,60
77,-71,TRUE,FALSE,1,60
78,-69,TRUE,FALSE,1,60
79,-67,TRUE,FALSE,1,60
80,-65,TRUE,FALSE,1,60
81,-63,TRUE,FALSE,1,60
82,-61,TRUE,FALSE,1,60
83,-59,TRUE,FALSE,1,60
84,-57,TRUE,FALSE,1,60
85,-55,TRUE,FALSE,1,60
86,-53,TRUE,FALSE,1,60
87,-51,TRUE,FALSE,1,60
88,-49,TRUE,FALSE,1,60
89,-47,TRUE,FALSE,1,60
90,-45,TRUE,FALSE,1,60
91,-43,TRUE,FALSE,1,60
92,-41,TRUE,FALSE,1,60
93,-39,TRUE,FALSE,1,60
94,-37,TRUE,FALSE,1,60
95,-35,TRUE,FALSE,1,60
96,-33,TRUE,FALSE,1,60
97,-31,TRUE,FALSE,1,60
98,-29,TRUE,FALSE,1,60
99,-27,TRUE,FALSE,1,60
100,-25,TRUE,FALSE,1,60
101,-23,TRUE,FALSE,1,60
102,-21,TRUE,FALSE,1,60
103,-19,TRUE,FALSE,1,60
104,-17,TRUE,FALSE,1,60
105,-15,TRUE,FALSE,1,60
106,-13,TRUE,FALSE,1,60
107,-11,TRUE,FALSE,1,60
108,-9,TRUE,FALSE,1,60
109,-7,TRUE,FALSE,1,60
110,-5,TRUE,FALSE,1,60
111,-3,TRUE,FALSE,1,60
112,-1,TRUE,FALSE,1,60
113,-112,TRUE,FALSE,1,2
113,1,TRUE,FALSE,1,60
114,-111,TRUE,FALSE,1,2
114,3,TRUE,FALSE,1,60
115,-110,TRUE,FALSE,1,2
115,5,TRUE,FALSE,1,60
116,-109,TRUE,FALSE,1,2
116,7,TRUE,FALSE,1,60
117,-108,TRUE,FALSE,1,2
117,9,TRUE,FALSE,1,60
118,-107,TRUE,FALSE,1,2
118,11,TRUE,FALSE,1,60
119,-106,TRUE,FALSE,1,2
119,13,TRUE,FALSE,1,60
120,-105,TRUE,FALSE,1,2
120,15,TRUE,FALSE,1,60
121,-104,TRUE,FALSE,1,2
121,17,TRUE,FALSE,1,60
122,-103,TRUE,FALSE,1,2
122,19,TRUE,FALSE,1,60
123,-102,TRUE,FALSE,1,2
123,21,TRUE,FALSE,1,60
124,-101,TRUE,FALSE,1,2
124,23,TRUE,FALSE,1,60
125,-100,TRUE,FALSE,1,2
125,25,TRUE,FALSE,1,60
126,-99,TRUE,FALSE,1,2
126,27,TRUE,FALSE,1,60
127,-98,TRUE,FALSE,1,2
127,29,TRUE,FALSE,1,60
128,-97,TRUE,FALSE,1,2
128,31,TRUE,FALSE,1,60
129,-96,TRUE,FALSE,1,2
129,33,TRUE,FALSE,1,60
130,-95,TRUE,FALSE,1,2
130,35,TRUE,FALSE,1,60
131,-94,TRUE,FALSE,1,2
131,37,TRUE,FALSE,1,60
132,-93,TRUE,FALSE,1,2
132,39,TRUE,FALSE,1,60
133,-92,TRUE,FALSE,1,2
133,41,TRUE,FALSE,1,60
134,-91,TRUE,FALSE,1,2
134,43,TRUE,FALSE,1,60
135,-90,TRUE,FALSE,1,2
135,45,TRUE,FALSE,1,60
136,-89,TRUE,FALSE,1,2
136,47,TRUE,FALSE,1,60
137,-88,TRUE,FALSE,1,2
137,49,TRUE,FALSE,1,60
138,-87,TRUE,FALSE,1,2
138,51,TRUE,FALSE,1,60
139,-86,TRUE,FALSE,1,2
139,53,TRUE,FALSE,1,60
140,-85,TRUE,FALSE,1,2
140,55,TRUE,FALSE,1,60
141,-84,TRUE,FALSE,1,2
141,57,TRUE,FALSE,1,60
142,-83,TRUE,FALSE,1,2
142,59,TRUE,FALSE,1,60
143,-82,TRUE,FALSE,1,2
143,61,TRUE,FALSE,1,60
144,-81,TRUE,FALSE,1,2
144,63,TRUE,FALSE,1,60
145,-80,TRUE,FALSE,1,2
145,65,TRUE,FALSE,1,60
