nu,sigma,Test 1,Test 2,Class,Iterations to Inverse
146,-79,TRUE,FALSE,1,2
146,67,TRUE,FALSE,1,60
147,-78,TRUE,FALSE,1,2
147,69,TRUE,FALSE,1,60
148,-77,TRUE,FALSE,1,2
148,71,TRUE,FALSE,1,60
149,-76,TRUE,FALSE,1,2
149,73,TRUE,FALSE,1,60
150,-75,TRUE,FALSE,1,2
150,75,TRUE,FALSE,1,60
151,-74,TRUE,FALSE,1,2
151,77,TRUE,FALSE,1,60
152,-73,TRUE,FALSE,1,2
152,79,TRUE,FALSE,1,60
153,-72,TRUE,FALSE,1,2
153,81,TRUE,FALSE,1,60
154,-71,TRUE,FALSE,1,2
154,83,TRUE,FALSE,1,60
155,-70,TRUE,FALSE,1,2
155,85,TRUE,FALSE,1,60
156,-69,TRUE,FALSE,1,2
156,87,TRUE,FALSE,1,60
157,-68,TRUE,FALSE,1,2
157,89,TRUE,FALSE,1,60
158,-67,TRUE,FALSE,1,2
158,91,TRUE,FALSE,1,60
159,-66,TRUE,FALSE,1,2
159,93,TRUE,FALSE,1,60
160,-65,TRUE,FALSE,1,2
160,95,TRUE,FALSE,1,60
161,-64,TRUE,FALSE,1,2
161,97,TRUE,FALSE,1,60
162,-63,TRUE,FALSE,1,2
162,99,TRUE,FALSE,1,60
163,-62,TRUE,FALSE,1,2
163,101,TRUE,FALSE,1,60
164,-61,TRUE,FALSE,1,2
164,103,TRUE,FALSE,1,60
165,-60,TRUE,FALSE,1,2
165,105,TRUE,FALSE,1,60
166,-59,TRUE,FALSE,1,2
166,107,TRUE,FALSE,1,60
167,-58,TRUE,FALSE,1,2
167,109,TRUE,FALSE,1,60
168,-57,TRUE,FALSE,1,2
168,111,TRUE,FALSE,1,60
169,-56,TRUE,FALSE,1,2
169,113,TRUE,FALSE,1,60
170,-55,TRUE,FALSE,1,2
170,115,TRUE,FALSE,1,60
171,-54,TRUE,FALSE,1,2
171,117,TRUE,FALSE,1,60
172,-53,TRUE,FALSE,1,2
172,119,TRUE,FALSE,1,60
173,-52,TRUE,FALSE,1,2
173,121,TRUE,FALSE,1,60
174,-51,TRUE,FALSE,1,2
174,123,TRUE,FALSE,1,60
175,-50,TRUE,FALSE,1,2
175,125,TRUE,FALSE,1,60
176,-49,TRUE,FALSE,1,2
176,127,TRUE,FALSE,1,60
177,-48,TRUE,FALSE,1,2
177,129,TRUE,FALSE,1,60
178,-47,TRUE,FALSE,1,2
178,131,TRUE,FALSE,1,60
179,-46,TRUE,FALSE,1,2
179,133,TRUE,FALSE,1,60
180,-45,TRUE,FALSE,1,2
180,135,TRUE,FALSE,1,60
181,-44,TRUE,FALSE,1,2
181,137,TRUE,FALSE,1,60
182,-43,TRUE,FALSE,1,2
182,139,TRUE,FALSE,1,60
183,-42,TRUE,FALSE,1,2
183,141,TRUE,FALSE,1,60
184,-41,TRUE,FALSE,1,2
184,143,TRUE,FALSE,1,60
185,-40,TRUE,FALSE,1,2
185,145,TRUE,FALSE,1,60
186,-39,TRUE,FALSE,1,2
186,147,TRUE,FALSE,1,60
187,-38,TRUE,FALSE,1,2
187,149,TRUE,FALSE,1,60
188,-37,TRUE,FALSE,1,2
188,151,TRUE,FALSE,1,60
189,-36,TRUE,FALSE,1,2
189,153,TRUE,FALSE,1,60
190,-35,TRUE,FALSE,1,2
190,155,TRUE,FALSE,1,60
191,-34,TRUE,FALSE,1,2
191,157,TRUE,FALSE,1,60
192,-33,TRUE,FALSE,1,2
192,159,TRUE,FALSE,1,60
193,-32,TRUE,FALSE,1,2
193,161,TRUE,FALSE,1,60
194,-31,TRUE,FALSE,1,2
194,163,TRUE,FALSE,1,60
195,-30,TRUE,FALSE,1,2
195,165,TRUE,FALSE,1,60
196,-29,TRUE,FALSE,1,2
196,167,TRUE,FALSE,1,60
197,-28,TRUE,FALSE,1,2
197,169,TRUE,FALSE,1,60
198,-27,TRUE,FALSE,1,2
198,171,TRUE,FALSE,1,60
199,-26,TRUE,FALSE,1,2
199,173,TRUE,FALSE,1,60
200,-25,TRUE,FALSE,1,2
200,175,TRUE,FALSE,1,60
201,-24,TRUE,FALSE,1,2
201,177,TRUE,FALSE,1,60
202,-23,TRUE,FALSE,1,2
202,179,TRUE,FALSE,1,60
203,-22,TRUE,FALSE,1,2
203,181,TRUE,FALSE,1,60
204,-21,TRUE,FALSE,1,2
204,183,TRUE,FALSE,1,60
205,-20,TRUE,FALSE,1,2
205,185,TRUE,FALSE,1,60
206,-19,TRUE,FALSE,1,2
206,187,TRUE,FALSE,1,60
207,-18,TRUE,FALSE,1,2
207,189,TRUE,FALSE,1,60
208,-17,TRUE,FALSE,1,2
208,191,TRUE,FALSE,1,60
209,-16,TRUE,FALSE,1,2
209,193,TRUE,FALSE,1,60
210,-15,TRUE,FALSE,1,2
210,195,TRUE,FALSE,1,60
211,-14,TRUE,FALSE,1,2
211,197,TRUE,FALSE,1,60
212,-13,TRUE,FALSE,1,2
212,199,TRUE,FALSE,1,60
213,-12,TRUE,FALSE,1,2
213,201,TRUE,FALSE,1,60
214,-11,TRUE,FALSE,1,2
214,203,TRUE,FALSE,1,60
215,-10,TRUE,FALSE,1,2
215,205,TRUE,FALSE,1,60
216,-9,TRUE,FALSE,1,2
216,207,TRUE,FALSE,1,60
217,-8,TRUE,FALSE,1,2
217,209,TRUE,FALSE,1,60
218,-7,TRUE,FALSE,1,2
218,211,TRUE,FALSE,1,60
219,-6,TRUE,FALSE,1,2
219,213,TRUE,FALSE,1,60
220,-5,TRUE,FALSE,1,2
220,215,TRUE,FALSE,1,60
221,-4,TRUE,FALSE,1,2
221,217,TRUE,FALSE,1,60
222,-3,TRUE,FALSE,1,2
222,219,TRUE,FALSE,1,60
223,-2,TRUE,FALSE,1,2
223,221,TRUE,FALSE,1,60
224,-1,TRUE,FALSE,1,2
224,223,TRUE,FALSE,1,60
